"Points:0","Points:1","Points:2"
58.424,30.466,170.86
58.589,26.01,170.93
39.277,-30.262,279.39
39.79,-26.896,280.09
37.55,-29.349,276.21
38.039,-26.063,276.91
35.953,-28.459,273.29
36.423,-25.25,273.98
34.487,-27.579,270.61
34.943,-24.449,271.31
37.058,96.547,194.66
36.855,96.176,198.5
31.921,97.848,194.69
35.582,93.513,194.33
35.421,93.201,198.25
30.746,95.012,194.35
34.166,90.586,194.06
34.038,90.305,198.05
29.593,92.21,194.06
32.831,87.617,193.79
32.696,87.277,197.85
28.552,89.528,193.81
58.996,71.575,147.97
58.165,71.99,144.32
60.292,67.218,147.99
55.75,69.764,149.43
54.883,70.249,145.74
56.977,65.62,149.42
52.958,67.959,151.02
51.977,68.569,147.24
54.089,63.985,150.98
50.543,66.205,152.57
49.354,67.023,148.65
51.544,62.386,152.49
4.5291,117.84,100.34
4.4557,117.9,104.84
4.1501,113.79,102.55
4.1171,113.98,106.59
3.8463,110.54,105.31
3.8191,110.59,109.08
3.5845,107.29,108.34
3.566,106.9,111.92
47.322,-72.661,172.7
43.208,-73.975,168.89
43.697,-75.585,172.43
44.975,-69.991,174.15
41.102,-71.213,170.53
41.553,-72.738,173.91
42.839,-67.609,175.5
39.186,-68.747,172.07
39.609,-70.201,175.28
40.881,-65.482,176.75
37.43,-66.543,173.49
37.832,-67.939,176.55
64.122,45.67,241.25
64.761,46.698,237.79
60.782,44.567,240.29
61.401,45.582,236.93
57.696,43.546,239.3
58.288,44.547,236.04
54.843,42.599,238.29
55.4,43.585,235.13
64.919,-3.3322,159.48
61.6,-3.0781,160.76
58.562,-2.8986,162.3
55.565,-2.7677,164.1
37.741,99.154,120.82
35.261,96.115,121.94
33.003,93.352,123.08
30.86,90.927,124.08
72.66,16.81,188.74
73.413,16.026,192.21
73.235,21.048,192.45
72.49,21.804,188.98
69.346,16.665,189.28
70.035,15.862,192.71
69.789,20.821,192.91
69.126,21.604,189.49
66.07,16.477,189.84
66.731,15.651,193.22
66.462,20.557,193.37
65.83,21.371,190
62.845,16.25,190.43
63.508,15.399,193.75
63.249,20.271,193.84
62.609,21.116,190.53
39.883,-84.588,219.71
39.439,-84.019,223.7
38.061,-81.237,219.19
37.645,-80.697,223.02
36.41,-78.231,218.68
36.016,-77.712,222.35
34.908,-75.526,218.17
34.531,-75.021,221.71
5.1422,118.6,152.51
0,120.34,151.78
0,121.89,146.68
5.2051,120.51,147.77
4.5902,113.54,151.9
0,115.38,151.05
0,116.86,146.37
4.5685,114.91,147.45
4.3062,107.95,152.03
0,109.32,151.14
0,110.81,146.6
4.2349,109.11,147.77
4.0669,101.5,152.55
0,101.92,151.67
0,102.42,147.53
3.9789,102.11,148.67
68.371,48.744,208.67
65.137,47.841,208.45
61.988,46.965,208.17
58.945,46.124,207.83
59.804,71.187,151.62
56.587,69.343,153.09
53.907,67.419,154.77
51.693,65.355,156.41
22.224,-44.18,281.17
19.216,-44.696,281.81
21.39,-43.012,277.95
18.472,-43.472,278.56
20.51,-41.842,274.91
17.712,-42.282,275.48
19.596,-40.701,272.06
16.941,-41.154,272.59
27.539,73.522,271.5
23.224,75.258,272.16
23.808,78.236,269.16
28.212,76.379,268.5
25.98,70.983,268.69
21.919,72.597,269.27
22.455,75.39,266.39
26.608,73.693,265.83
24.657,68.897,266.27
20.816,70.415,266.82
21.331,73.073,264.06
25.258,71.486,263.54
23.542,67.2,264.2
19.892,68.64,264.73
20.402,71.198,262.1
24.132,69.693,261.59
51.565,91.04,182.47
51.618,90.873,186.39
48.616,87.849,182.38
48.682,87.622,186.21
46.14,85.157,182.32
46.242,84.93,186.08
43.846,82.18,182.31
44.057,82.213,186.02
47.413,-16.87,277.92
44.317,-16.65,279.99
44.687,-13.066,280.43
47.801,-13.268,278.33
45.224,-16.3,274.85
42.291,-16.074,276.82
42.614,-12.583,277.23
45.561,-12.794,275.23
43.248,-15.767,272.06
40.457,-15.529,273.94
40.75,-12.132,274.35
43.554,-12.359,272.43
41.477,-15.266,269.53
38.805,-15.013,271.34
39.08,-11.713,271.74
41.762,-11.959,269.91
4.0557,53.975,289.35
3.9981,49.935,290.85
0,50.387,290.88
0,54.437,289.36
3.8432,52.535,285.76
3.7838,48.675,287.2
0,49.151,287.32
0,53.022,285.86
3.6427,51.242,282.54
3.5842,47.542,283.91
0,47.995,284.01
0,51.706,282.61
3.4538,50.104,279.66
3.3959,46.542,280.96
0,46.937,280.94
0,50.503,279.61
60.694,46.636,137.29
60.669,51.113,137.36
57.022,46.413,138.4
56.999,50.584,138.51
53.544,45.932,139.62
53.569,49.938,139.78
50.18,45.551,140.74
50.274,49.417,140.94
58.182,65.071,133.75
57.061,69.233,133.58
54.662,63.835,135.05
53.598,67.794,134.92
51.449,62.67,136.43
50.422,66.458,136.3
48.457,61.678,137.67
47.438,65.294,137.55
64.703,33.68,250.38
65.757,34.576,247.05
67.076,30.019,246.7
61.34,32.809,249.06
62.348,33.675,245.86
63.667,29.215,245.52
58.289,31.993,247.75
59.256,32.83,244.67
60.559,28.444,244.34
55.526,31.222,246.46
56.452,32.029,243.5
57.741,27.697,243.17
67.045,4.1513,163.46
67.325,8.5728,163.8
63.626,4.3166,164.74
63.856,8.7065,165.04
60.473,4.4209,166.13
60.673,8.7796,166.4
57.505,4.4679,167.66
57.681,8.8072,167.89
39.402,66.85,268.93
37.046,64.687,266.31
35.067,62.936,264.04
33.409,61.543,262.09
16.204,-52.424,279.95
15.532,-50.834,276.55
14.876,-49.381,273.47
14.239,-48.112,270.66
59.931,-59.986,177.76
56.891,-58.086,178.93
54.1,-56.39,180.02
51.531,-54.885,181.03
62.621,-20.194,157.93
59.362,-19.675,159.31
56.393,-19.269,160.94
53.457,-18.918,162.83
35.43,-78.939,168.47
33.752,-75.883,170.18
32.229,-73.159,171.76
30.838,-70.717,173.22
64.575,-62.887,212.6
67.13,-58.923,212.85
61.394,-60.748,212.53
63.759,-56.979,212.8
58.514,-58.849,212.43
60.746,-55.281,212.72
55.908,-57.164,212.32
58.052,-53.805,212.63
4.6107,106.02,213.57
0,106.51,213.1
4.7045,102.18,213.05
0,102.73,212.5
0,103.82,208.53
4.2497,103.23,209.07
4.4814,98.566,212.54
0,99.229,211.92
0,99.993,207.95
4.1518,99.237,208.62
3.9934,94.519,212.01
0,95.108,211.34
0,95.556,207.42
3.5302,94.985,208.17
48.297,-67.109,249.74
47.199,-65.818,253.05
46.086,-64.552,248.05
45.031,-63.324,251.19
44.081,-62.235,246.43
43.067,-61.067,249.43
42.271,-60.119,244.91
41.3,-59.015,247.77
73.91,26.178,217.9
70.289,25.523,217.69
66.954,24.862,217.45
63.88,24.177,217.2
14.2,114.59,147.96
18.659,113.69,143.78
18.317,111.88,147.89
13.147,110.1,148.24
17.164,109.09,144.28
17.164,107.94,148.37
12.323,105.57,148.81
15.999,104.72,145.01
16.179,103.95,149.08
11.604,101.06,149.46
15.009,100.68,145.7
15.28,100.1,149.76
64.153,-2.4692,262.67
60.977,-2.458,260.51
58.151,-2.4841,258.53
55.633,-2.5641,256.71
44.929,-57.755,264.83
47.04,-55.218,264.93
48.699,-56.685,262.49
42.709,-55.67,262.08
44.661,-53.314,262.12
46.199,-54.621,259.83
40.763,-53.87,259.63
42.6,-51.652,259.63
44.058,-52.853,257.47
39.053,-52.326,257.39
40.804,-50.239,257.37
42.216,-51.359,255.35
35.786,-69.002,259.32
34.201,-66.366,257.17
32.731,-63.966,255.14
31.371,-61.777,253.25
55.679,73.309,133.44
54.046,77.298,133.3
52.289,71.673,134.77
50.733,75.463,134.61
49.182,70.17,136.13
47.698,73.785,135.93
46.279,68.857,137.36
44.86,72.309,137.13
56.705,-44.678,259.78
58.726,-45.657,256.94
54.099,-43.407,257.6
55.96,-44.321,254.88
51.69,-42.226,255.51
53.442,-43.105,252.92
49.478,-41.166,253.51
51.145,-42.031,251.06
73.14,6.9792,188.15
72.879,11.87,188.46
72.155,12.693,185
72.405,7.8323,184.67
69.753,6.9322,188.78
69.557,11.773,189.05
68.849,12.609,185.63
69.032,7.7945,185.36
66.461,6.8303,189.42
66.282,11.626,189.65
65.586,12.479,186.28
65.75,7.7052,186.05
63.26,6.6649,190.07
63.065,11.425,190.27
62.371,12.297,186.94
62.553,7.5543,186.74
69.655,-54.505,209.19
65.976,-52.771,209.31
62.781,-51.306,209.4
59.982,-50.082,209.47
34.392,102.35,152.01
32.611,99.064,152.92
31.129,95.98,154.1
29.872,93.127,155.29
77.354,-7.9933,212.51
77.318,-3.129,212.79
73.663,-7.8661,212.65
73.634,-3.1117,212.9
70.246,-7.8226,212.79
70.22,-3.1718,213.02
67.086,-7.8654,212.95
67.061,-3.3128,213.16
77.689,-9.0371,219.93
77.508,-3.6944,216.47
77.593,-8.5426,216.21
73.885,-8.8959,219.8
73.792,-3.6776,216.46
73.844,-8.4097,216.22
70.436,-8.8404,219.68
70.371,-3.7375,216.45
70.41,-8.3606,216.24
67.298,-8.8747,219.6
67.222,-3.8791,216.47
67.26,-8.3989,216.28
17.573,114.52,101.77
16.054,110.32,104.14
14.936,107.04,106.51
14.008,104.46,108.52
8.7966,117.35,113.97
8.9058,117.64,118.12
8.1433,113.27,115.4
8.2076,113.42,119.42
7.5675,109.5,117.21
7.6094,109.39,121
7.0662,105.65,119.1
7.0882,105.18,122.7
55.173,36.881,266.52
56.444,33.155,266.17
54.684,32.301,268.9
52.178,36.038,264.45
53.404,32.396,264.11
51.746,31.588,266.69
49.48,35.259,262.47
50.678,31.683,262.14
49.107,30.912,264.59
47.052,34.544,260.58
48.233,31.01,260.27
46.746,30.267,262.62
15.751,92.868,251.52
14.999,89.417,249.64
14.365,86.479,248
13.852,83.984,246.6
52.325,23.894,274.08
50.36,19.98,276.63
49.54,23.441,271.48
47.735,19.662,273.88
47.065,22.978,269.1
45.396,19.315,271.36
44.872,22.503,266.93
43.321,18.942,269.07
69.034,-52.051,193.65
68.522,-51.126,189.88
65.216,-50.476,194.39
64.717,-49.612,190.76
61.944,-49.177,195.03
61.447,-48.362,191.51
59.094,-48.131,195.59
58.582,-47.364,192.18
17.176,103.17,190.72
12.476,105.59,190.77
13.467,106.28,186.88
16.62,100.47,190.12
12.187,102.42,189.96
13.058,103.01,186.14
15.775,97.888,189.67
11.408,99.485,189.45
12.191,100.02,185.57
14.775,95.646,189.34
10.25,96.567,189.18
10.97,96.909,185.11
64.587,47.475,155.13
60.942,46.77,156.3
57.446,45.768,157.67
53.734,44.37,159.08
70.454,-19.395,178.9
69.824,-23.944,178.45
67.08,-18.995,179.84
66.476,-23.459,179.41
63.837,-18.672,180.78
63.253,-23.055,180.37
60.716,-18.425,181.7
60.145,-22.734,181.32
50.236,-58.059,259.72
47.677,-55.893,257.27
45.473,-54.033,255.07
43.588,-52.456,253.11
3.8409,33.268,294.84
0,33.664,295.01
3.6344,32.69,291.05
0,33.091,291.27
3.446,32.164,287.61
0,32.551,287.8
3.2675,31.699,284.5
0,32.057,284.56
26.193,67.416,276.99
24.717,65.183,273.88
23.451,63.355,271.21
22.366,61.871,268.92
20.159,105.56,179.29
14.538,106.93,183.06
15.668,107.42,179.26
19.184,102.44,178.7
13.97,103.61,182.35
14.916,104.13,178.6
18.083,99.483,178.15
13.037,100.56,181.76
13.914,101.06,178.01
16.888,96.441,177.59
11.803,97.207,181.19
12.694,97.47,177.4
74.35,-37.114,218.21
74.413,-36.756,214.39
73.385,-41.309,214.07
70.762,-36.204,218.08
70.836,-35.885,214.4
69.859,-40.293,214.07
67.427,-35.427,217.94
67.497,-35.141,214.41
66.569,-39.412,214.06
64.323,-34.795,217.82
64.378,-34.541,214.42
63.502,-38.691,214.05
66.725,52.264,216.4
66.644,51.435,220.01
63.393,51.19,216.02
63.251,50.327,219.57
60.223,50.183,215.6
60.064,49.298,219.09
57.205,49.244,215.13
57.059,48.34,218.57
58.18,75.493,151.65
58.965,75.228,155.34
55.051,73.434,153.13
55.715,73.171,156.76
52.481,71.351,154.82
52.965,70.986,158.45
50.402,69.168,156.49
50.576,68.345,160.09
74.453,-30.472,203.46
70.974,-29.847,203.85
67.65,-29.326,204.24
64.489,-28.922,204.64
26.094,110.48,131.71
24.06,106.4,132.53
22.367,102.67,133.41
20.872,99.368,134.12
75.296,-32.54,218.52
76.055,-27.918,218.82
71.643,-31.765,218.4
72.381,-27.278,218.71
68.271,-31.117,218.28
68.987,-26.752,218.6
65.146,-30.597,218.18
65.847,-26.34,218.52
56.837,-6.3315,271.32
56.86,-2.5142,271.38
59.443,-2.5326,268.6
59.454,-6.4203,268.56
54.101,-6.1227,268.67
54.112,-2.4004,268.78
56.545,-2.4527,266.14
56.566,-6.239,266.05
51.649,-5.956,266.26
51.643,-2.3293,266.39
53.951,-2.4143,263.88
53.987,-6.1,263.77
49.457,-5.8345,264.06
49.429,-2.3056,264.2
51.627,-2.4262,261.81
51.684,-6.0097,261.68
49.441,90.692,159.45
52.491,87.207,159.3
46.783,87.905,160.41
49.633,84.602,160.34
44.533,85.24,161.5
47.196,82.072,161.51
42.66,82.114,162.57
45.123,78.957,162.65
45.29,-53.728,266.97
43.083,-52.015,264.11
41.131,-50.473,261.53
39.389,-49.133,259.16
37.086,91.605,239.39
32.193,94.111,239.77
34.989,88.247,237.82
30.451,90.547,238.17
33.24,85.465,236.51
29.026,87.644,236.85
31.607,82.83,235.37
27.755,85.061,235.77
70.964,-14.811,179.32
71.358,-10.192,179.73
70.102,-13.721,175.87
67.57,-14.494,180.24
67.944,-9.9524,180.63
66.729,-13.407,176.87
64.311,-14.248,181.16
64.673,-9.7818,181.51
63.494,-13.165,177.86
61.178,-14.076,182.05
61.531,-9.6831,182.38
60.388,-12.995,178.83
47.325,94.166,174.91
47.468,94.24,178.82
44.731,90.991,174.94
44.86,90.928,178.74
42.498,88.187,174.94
42.644,88.07,178.66
40.427,84.803,174.88
40.569,84.751,178.57
24.908,110.84,115.49
28.268,108.12,115.87
23.08,106.97,116.74
26.289,104.51,117.09
21.552,103.57,118.05
24.586,101.29,118.35
20.189,100.71,119.16
23.031,98.55,119.43
20.887,100.93,206.6
20.797,100.15,202.65
26.408,99.654,206.55
20.134,98.03,206.32
20.122,97.662,202.31
25.407,96.586,206.37
19.308,95.211,206.18
19.362,95.171,202.15
24.406,93.616,206.27
18.445,92.62,206.27
18.619,93.027,202.24
23.366,90.677,206.3
0,-31.811,288.73
0,-30.775,285.29
0,-29.785,281.98
0,-28.829,278.82
64.185,-10.571,262.58
64.234,-6.5272,262.65
66.339,-10.675,259.44
61.014,-10.315,260.34
61.064,-6.3988,260.45
63.047,-10.436,257.37
58.212,-10.111,258.31
58.251,-6.3139,258.44
60.139,-10.252,255.49
55.73,-9.963,256.47
55.753,-6.2842,256.61
57.566,-10.129,253.79
55.451,86.986,189.97
58.656,82.765,189.6
58.578,82.316,193.43
52.159,84.018,189.76
55.13,80.215,189.44
55.128,79.828,193.19
49.472,81.625,189.62
52.205,78.124,189.33
52.301,77.842,193.01
47.155,79.415,189.56
49.62,76.121,189.3
49.951,76.165,192.88
60.636,-46.607,253.94
57.717,-45.209,252.01
55.09,-43.956,250.19
52.715,-42.868,248.48
66.12,-14.783,259.3
68.311,-10.752,256.18
62.849,-14.404,257.21
64.91,-10.528,254.28
59.959,-14.09,255.31
61.905,-10.363,252.56
57.401,-13.842,253.6
59.246,-10.263,251
6.6575,-61.065,277.4
6.383,-58.916,274.02
6.1092,-57.003,271.02
5.8342,-55.338,268.37
9.2336,105.4,186.06
8.4166,104.95,189.79
5.747,105.61,188.39
8.4775,101.63,185.39
7.7541,101.11,189.16
5.1963,101.91,187.75
7.3409,97.419,184.87
6.6732,97.01,188.86
4.3522,97.321,187.28
19.063,43.147,290.11
18.072,42.14,286.47
17.156,41.27,283.26
16.309,40.533,280.44
53.843,-66.064,173.38
50.709,-69.478,173.02
51.228,-70.913,176.62
51.137,-63.792,174.75
48.173,-67.001,174.43
48.654,-68.36,177.89
48.656,-61.759,176.04
45.858,-64.787,175.75
46.314,-66.086,179.07
46.372,-59.942,177.24
43.73,-62.81,176.98
44.169,-64.061,180.16
3.4931,-20.189,291.75
0,-20.265,292.02
0,-16.366,292.8
3.5402,-16.356,292.77
3.3423,-19.406,288.21
0,-19.465,288.41
0,-15.683,289.23
3.382,-15.648,289.07
3.2013,-18.672,284.86
0,-18.718,285.02
0,-15.031,285.82
3.2349,-14.998,285.66
3.0671,-17.976,281.73
0,-18.004,281.8
0,-14.411,282.58
3.0969,-14.395,282.51
39.305,95.12,109.5
36.66,92.164,111.18
34.305,89.526,112.83
32.049,87.284,114.26
26.968,106.16,156.04
25.479,102.81,156.6
24.22,99.546,157.42
23.085,96.369,158.25
9.8944,-38.71,285.81
9.9863,-35.024,287.05
13.287,-34.773,286.67
9.4929,-37.526,282.34
9.5806,-33.918,283.56
12.744,-33.678,283.19
9.1027,-36.42,279.12
9.1884,-32.879,280.31
12.221,-32.647,279.96
8.7235,-35.376,276.1
8.8119,-31.895,277.3
11.72,-31.664,276.98
24.254,-82.236,246.44
23.732,-80.528,249.96
23.176,-78.986,244.85
22.685,-77.366,248.24
22.183,-76.032,243.36
21.712,-74.478,246.62
21.251,-73.335,241.94
20.795,-71.838,245.09
18.439,116.19,126.93
16.628,111.1,127.98
15.243,106.61,129.03
14.093,102.61,129.91
9.7278,-49.648,281.83
6.5076,-50.05,282.08
6.527,-46.332,283.33
9.7505,-45.974,283.08
9.3497,-48.225,278.49
6.256,-48.607,278.69
6.2727,-45.019,279.98
9.3686,-44.673,279.77
8.9636,-46.884,275.37
5.9977,-47.248,275.54
6.0158,-43.77,276.82
8.9851,-43.439,276.63
8.576,-45.671,272.45
5.7372,-46.008,272.61
5.7607,-42.609,273.84
8.6038,-42.297,273.66
56.083,51.502,112.51
55.619,48.937,111.15
52.398,50.903,114.13
52.033,48.711,112.95
48.98,49.949,115.62
48.615,47.848,114.35
45.695,49.277,116.83
45.466,47.293,115.52
67.328,6.2174,256.19
67.817,1.9653,256.24
64.006,5.9579,254.47
64.456,1.8031,254.46
61.005,5.6727,252.84
61.442,1.6121,252.8
58.295,5.3429,251.31
58.741,1.3703,251.27
66.466,50.56,223.62
63.047,49.434,223.11
59.859,48.391,222.55
56.876,47.424,221.97
69.169,-41.226,240.61
70.476,-37.047,240.89
65.881,-40.074,239.45
67.051,-36.009,239.71
62.831,-39.05,238.33
63.922,-35.108,238.59
60.013,-38.169,237.25
61.058,-34.335,237.54
3.5615,105.42,192.18
0,106.01,191.29
3.064,101.73,191.53
0,102.38,190.72
2.5027,97.041,191.19
0,97.511,190.32
47.247,80.126,107.84
46.561,78.623,104.46
44.192,77.928,109.93
43.556,76.618,106.82
41.49,76.024,111.88
40.992,74.903,108.92
38.931,74.507,113.55
38.633,73.585,110.65
0,-77.549,153.54
0,-74.865,155.83
0,-72.413,158.3
0,-69.724,161
57.755,58.088,247.2
58.382,59.413,243.75
54.527,56.653,245.96
55.158,57.974,242.62
51.61,55.393,244.73
52.218,56.7,241.5
48.961,54.317,243.56
49.526,55.604,240.42
61.877,-2.5172,265.7
61.923,-6.4862,265.67
58.837,-2.472,263.38
58.891,-6.3319,263.31
56.124,-2.4662,261.26
56.191,-6.2205,261.16
53.7,-2.5129,259.32
53.788,-6.161,259.2
49.497,77.441,111.89
47.778,81.096,111.36
46.379,75.368,113.77
44.738,78.835,113.2
43.519,73.558,115.59
41.966,76.847,115
40.763,72.103,117.18
39.303,75.225,116.56
75.741,13.059,206.32
75.16,18.105,206.59
72.135,12.792,206.54
71.585,17.744,206.75
68.756,12.476,206.75
68.223,17.346,206.9
65.584,12.109,206.97
65.062,16.905,207.05
37.253,100.48,144.12
35.183,97.36,145.12
33.342,94.473,146.23
31.676,91.845,147.24
55.167,58.841,112.34
51.527,57.761,114.05
48.271,56.675,115.69
45.191,55.903,117.02
0,-94.113,215.45
0,-93.663,219.42
0,-90.728,215.12
0,-90.3,218.96
0,-87.343,214.78
0,-86.931,218.48
0,-83.961,214.42
0,-83.569,217.99
34.679,-39.878,278.16
35.198,-36.748,279.21
33.223,-38.788,275.07
33.685,-35.689,276.03
31.827,-37.723,272.16
32.261,-34.666,273.07
30.492,-36.676,269.42
30.923,-33.657,270.33
70.097,-10.796,252.81
71.69,-10.802,249.36
66.602,-10.586,251.1
68.113,-10.605,247.83
63.509,-10.439,249.54
64.944,-10.474,246.44
60.771,-10.361,248.13
62.131,-10.416,245.18
69.567,-54.858,213.14
71.542,-50.502,213.45
71.537,-50.097,209.51
65.892,-53.074,213.1
67.647,-48.957,213.41
67.678,-48.616,209.65
62.711,-51.568,213.04
64.323,-47.665,213.37
64.357,-47.37,209.76
59.93,-50.31,212.97
61.434,-46.613,213.32
61.452,-46.353,209.84
47.967,-41.028,269.67
45.827,-39.974,266.97
43.847,-38.901,264.42
42.037,-37.812,262
30.55,104.63,152
30.875,104.25,156
28.943,101.26,152.81
29.245,100.88,156.7
27.588,98.054,153.87
27.888,97.677,157.67
26.41,95.054,154.94
26.674,94.629,158.66
11.008,104.94,198.51
10.52,104.89,202.62
10.365,101.77,197.54
9.9646,101.53,201.77
9.6415,98.793,197.12
9.3214,98.436,201.42
8.7608,95.856,197.22
8.4896,95.393,201.52
49.784,52.424,267.05
47.415,55.677,268.17
48.61,57.723,265.44
51.014,54.263,264.29
46.874,51.051,264.8
44.623,54.15,265.81
45.707,56.107,263.21
48.006,52.818,262.19
44.334,49.894,262.74
42.2,52.88,263.67
43.216,54.772,261.2
45.394,51.605,260.25
42.114,48.956,260.86
40.106,51.865,261.75
41.075,53.703,259.39
43.119,50.621,258.48
18.48,23.059,293.42
17.566,22.811,289.66
16.727,22.59,286.32
15.957,22.406,283.35
71.604,28.347,232.54
72.099,29.071,228.98
73.37,24.155,228.72
72.871,23.491,232.31
68.015,27.559,231.85
68.485,28.277,228.41
69.694,23.461,228.16
69.211,22.799,231.62
64.757,26.793,231.16
65.204,27.503,227.83
66.376,22.774,227.61
65.916,22.119,230.94
61.803,26.027,230.46
62.225,26.726,227.23
63.383,22.077,227.05
62.949,21.431,230.26
22.796,-58.183,276.1
22.581,-54.771,277.69
21.792,-56.134,272.68
21.598,-53.008,274.25
20.83,-54.35,269.7
20.656,-51.429,271.22
19.898,-52.841,267.1
19.747,-50.072,268.53
73.506,-33.097,233.73
73.234,-37.585,229.7
69.917,-32.218,232.93
69.643,-36.57,229.06
66.639,-31.473,232.17
66.36,-35.709,228.45
63.645,-30.855,231.46
63.343,-34.998,227.88
18.708,-92.821,199.35
14.101,-93.479,195.36
14.067,-93.711,199.38
17.945,-89.218,199.58
13.519,-89.797,195.75
13.494,-90.049,199.61
17.228,-85.865,199.79
12.977,-86.404,196.1
12.959,-86.65,199.81
16.559,-82.743,199.98
12.472,-83.261,196.42
12.459,-83.485,199.99
60.547,78.963,177.71
60.91,78.782,181.52
58.385,83.307,181.84
58.03,83.4,177.97
56.938,76.875,177.92
57.266,76.665,181.62
54.857,80.78,181.89
54.554,80.933,178.14
53.791,74.999,178.11
54.114,74.803,181.72
51.871,78.617,181.95
51.575,78.773,178.29
50.683,72.223,178.35
51.017,72.293,181.91
49.002,75.948,182.09
48.694,75.86,178.49
51.572,78.153,122.44
52.354,77.942,126.04
48.338,76.191,123.9
49.092,76.049,127.42
45.329,74.427,125.35
46.062,74.331,128.79
42.453,72.92,126.66
43.19,72.845,130.03
51.857,-77.028,215.92
49.36,-74.062,215.59
47.118,-71.431,215.27
45.093,-69.09,214.93
66.231,-18.932,164.71
62.79,-18.464,166.13
59.642,-18.088,167.54
56.732,-17.803,168.96
17.697,-70.818,266.21
16.959,-68.184,263.73
16.243,-65.748,261.42
15.555,-63.51,259.29
60.874,36.091,257.21
63.525,32.784,253.64
62.214,31.876,256.84
57.655,35.201,255.62
60.21,31.945,252.19
58.962,31.077,255.25
54.735,34.384,254.05
57.209,31.16,250.76
56.017,30.327,253.69
52.087,33.633,252.52
54.492,30.42,249.35
53.355,29.616,252.17
28.927,13.916,290.2
27.55,13.899,286.66
26.289,13.87,283.47
25.14,13.838,280.58
39.015,9.2426,285.42
37.129,9.2901,282.11
35.426,9.2994,279.12
33.891,9.2788,276.41
41.695,88.665,238.86
39.251,85.532,237.33
37.233,82.953,236.05
35.435,80.602,234.95
40.74,97.664,144.17
44.063,94.645,144.2
38.455,94.654,145.25
41.553,91.751,145.36
36.444,91.901,146.44
39.367,89.124,146.62
34.637,89.408,147.53
37.416,86.752,147.8
19.458,-79.889,253.53
19.893,-81.741,250.07
15.969,-82.682,250.11
15.622,-80.791,253.57
18.598,-76.711,251.63
19.013,-78.489,248.32
15.278,-79.391,248.36
14.944,-77.584,251.67
17.8,-73.835,249.86
18.201,-75.542,246.69
14.632,-76.402,246.73
14.308,-74.674,249.91
17.051,-71.22,248.21
17.44,-72.859,245.16
14.028,-73.678,245.21
13.711,-72.02,248.26
69.699,47.991,186.78
66.11,47.312,187.05
62.726,46.659,187.28
59.378,45.738,187.52
72.891,-39.728,202.64
72.095,-44.339,202.21
69.388,-38.837,203.04
68.466,-43.252,202.62
66.102,-38.072,203.42
65.176,-42.321,203
63.012,-37.461,203.8
62.163,-41.57,203.35
7.8097,45.254,291.84
7.3926,44.18,288.13
7.0081,43.233,284.83
6.6484,42.414,281.91
72.166,31.964,189.42
72.811,31.266,192.92
68.562,31.596,189.85
69.109,30.851,193.29
65.193,31.235,190.24
65.709,30.443,193.61
62.023,30.869,190.62
62.561,30.045,193.91
4.7745,110.52,167.17
5.0107,111.37,163.83
4.3589,106.38,166.41
4.705,106.94,163.28
4.0022,99.875,165.25
4.485,100.16,162.45
32.496,35.999,286.56
29.277,36.815,287.9
30.812,35.274,283.19
27.768,36.059,284.44
29.264,34.621,280.18
26.377,35.388,281.36
27.846,34.042,277.49
25.1,34.802,278.62
11.741,-81.471,253.58
11.245,-78.258,251.69
